step,PNA,PRD,ABS,PRI,PAN,
0.7947,1805,25244,2025,30089,20307,
0.7948,1805,25247,2025,30094,20309,
0.7949,1805,25249,2025,30100,20311,
0.795,1805,25253,2026,30102,20314,
0.7951,1807,25256,2026,30103,20318,
0.7952,1807,25260,2027,30105,20321,
0.7953,1807,25262,2029,30109,20323,
0.7954,1808,25265,2029,30112,20326,
0.7955,1808,25268,2029,30116,20329,
0.7956,1808,25270,2029,30121,20332,
0.7957,1808,25274,2029,30125,20334,
0.7958,1809,25277,2029,30128,20337,
0.7959,1809,25280,2029,30133,20339,
0.796,1811,25282,2029,30136,20342,
0.7961,1812,25287,2029,30139,20343,
0.7962,1813,25291,2029,30142,20345,
0.7963,1813,25293,2029,30146,20349,
0.7964,1813,25294,2030,30152,20351,
0.7965,1814,25297,2030,30156,20353,
0.7966,1814,25299,2030,30162,20355,
0.7967,1814,25302,2030,30165,20359,
0.7968,1814,25308,2030,30169,20359,
0.7969,1814,25310,2030,30174,20362,
0.797,1817,25314,2030,30175,20364,
0.7971,1817,25314,2030,30181,20368,
0.7972,1817,25316,2030,30185,20372,
0.7973,1818,25319,2030,30188,20375,
0.7974,1819,25322,2030,30191,20378,
0.7975,1819,25323,2030,30193,20385,
0.7976,1819,25327,2030,30197,20387,
0.7977,1819,25329,2030,30203,20389,
0.7978,1820,25332,2030,30206,20392,
0.7979,1820,25334,2030,30213,20393,
0.798,1820,25335,2030,30215,20400,
0.7981,1820,25339,2030,30218,20403,
0.7982,1821,25343,2031,30220,20405,
0.7983,1821,25345,2032,30222,20410,
0.7984,1821,25347,2033,30227,20412,
0.7985,1821,25351,2033,30229,20416,
0.7986,1821,25355,2033,30232,20419,
0.7987,1821,25358,2033,30237,20421,
0.7988,1821,25360,2033,30243,20423,
0.7989,1822,25363,2033,30246,20426,
0.799,1822,25367,2034,30250,20427,
0.7991,1822,25369,2034,30255,20430,
0.7992,1822,25373,2034,30258,20433,
0.7993,1822,25377,2035,30262,20434,
0.7994,1822,25380,2035,30266,20437,
0.7995,1822,25382,2035,30273,20438,
0.7996,1822,25386,2035,30276,20441,
0.7997,1822,25390,2035,30279,20444,
0.7998,1822,25395,2035,30282,20446,
0.7999,1822,25398,2035,30287,20448,
0.8,1823,25401,2035,30290,20451,
0.8001,1824,25407,2035,30290,20454,
0.8002,1824,25408,2035,30295,20458,
0.8003,1824,25411,2035,30297,20463,
0.8004,1825,25413,2035,30303,20464,
0.8005,1825,25417,2036,30306,20466,
0.8006,1825,25421,2037,30311,20466,
0.8007,1826,25425,2037,30313,20469,
0.8008,1826,25428,2037,30318,20471,
0.8009,1827,25429,2037,30321,20476,
0.801,1827,25431,2037,30325,20480,
0.8011,1827,25434,2037,30329,20483,
0.8012,1827,25436,2038,30333,20486,
0.8013,1827,25440,2038,30336,20489,
0.8014,1827,25443,2038,30339,20493,
0.8015,1828,25446,2038,30342,20496,
0.8016,1828,25450,2039,30347,20496,
0.8017,1828,25453,2040,30349,20500,
0.8018,1828,25456,2040,30354,20502,
0.8019,1829,25457,2040,30358,20506,
0.802,1829,25461,2040,30362,20508,
0.8021,1830,25463,2040,30368,20509,
0.8022,1830,25466,2040,30374,20510,
0.8023,1830,25471,2041,30376,20512,
0.8024,1830,25472,2041,30382,20515,
0.8025,1830,25474,2041,30386,20519,
0.8026,1830,25476,2041,30391,20522,
0.8027,1830,25480,2041,30394,20525,
0.8028,1830,25484,2041,30396,20529,
0.8029,1830,25489,2042,30399,20530,
0.803,1830,25493,2042,30403,20532,
0.8031,1830,25496,2042,30407,20535,
0.8032,1830,25497,2042,30414,20537,
0.8033,1831,25501,2042,30417,20539,
0.8034,1831,25504,2042,30420,20543,
0.8035,1831,25508,2042,30424,20545,
0.8036,1831,25511,2044,30426,20548,
0.8037,1831,25515,2045,30428,20551,
0.8038,1831,25517,2045,30434,20553,
0.8039,1831,25523,2045,30437,20554,
0.804,1832,25527,2045,30439,20557,
0.8041,1832,25530,2045,30444,20559,
0.8042,1832,25533,2046,30448,20561,
0.8043,1832,25535,2046,30451,20566,
0.8044,1833,25537,2046,30454,20570,
0.8045,1833,25542,2046,30456,20573,
0.8046,1833,25545,2046,30460,20576,
0.8047,1833,25548,2046,30466,20577,
0.8048,1833,25551,2046,30472,20578,
0.8049,1833,25556,2046,30475,20580,
0.805,1833,25557,2047,30479,20584,
0.8051,1833,25560,2047,30482,20588,
0.8052,1833,25564,2048,30486,20589,
0.8053,1834,25567,2048,30487,20594,
0.8054,1835,25571,2048,30489,20597,
0.8055,1836,25574,2048,30494,20598,
0.8056,1836,25578,2048,30497,20601,
0.8057,1836,25580,2048,30502,20604,
0.8058,1836,25583,2049,30506,20606,
0.8059,1836,25583,2050,30511,20610,
0.806,1836,25588,2050,30514,20612,
0.8061,1836,25591,2050,30517,20616,
0.8062,1836,25593,2051,30522,20618,
0.8063,1837,25598,2051,30525,20619,
0.8064,1837,25600,2051,30529,20623,
0.8065,1838,25603,2052,30531,20626,
0.8066,1838,25608,2053,30534,20627,
0.8067,1838,25612,2053,30537,20630,
0.8068,1839,25614,2053,30541,20633,
0.8069,1840,25617,2054,30544,20635,
0.807,1840,25620,2055,30548,20637,
0.8071,1840,25621,2055,30555,20639,
0.8072,1840,25624,2055,30560,20641,
0.8073,1842,25626,2055,30563,20644,
0.8074,1842,25631,2055,30567,20645,
0.8075,1842,25631,2055,30576,20646,
0.8076,1842,25635,2056,30577,20650,
0.8077,1842,25638,2057,30580,20653,
0.8078,1842,25639,2057,30584,20658,
0.8079,1842,25644,2057,30587,20660,
0.808,1842,25649,2057,30591,20661,
0.8081,1842,25653,2057,30594,20664,
0.8082,1843,25656,2057,30597,20667,
0.8083,1843,25657,2057,30602,20671,
0.8084,1843,25659,2057,30608,20673,
0.8085,1843,25661,2057,30612,20677,
0.8086,1843,25663,2059,30616,20679,
0.8087,1843,25666,2059,30622,20680,
0.8088,1843,25670,2059,30626,20682,
0.8089,1843,25674,2059,30630,20684,
0.809,1843,25676,2059,30637,20685,
0.8091,1844,25678,2059,30641,20688,
0.8092,1844,25682,2060,30642,20692,
0.8093,1844,25685,2060,30646,20695,
0.8094,1844,25691,2060,30648,20697,
0.8095,1844,25696,2060,30652,20698,
0.8096,1844,25699,2060,30655,20702,
0.8097,1844,25700,2060,30660,20706,
0.8098,1844,25702,2060,30662,20712,
0.8099,1844,25705,2060,30668,20713,
0.81,1844,25709,2060,30672,20715,
0.8101,1844,25712,2062,30674,20718,
0.8102,1844,25713,2063,30677,20723,
0.8103,1844,25715,2063,30681,20727,
0.8104,1844,25718,2063,30683,20732,
0.8105,1844,25723,2063,30686,20734,
0.8106,1844,25728,2063,30690,20735,
0.8107,1844,25732,2063,30693,20738,
0.8108,1844,25735,2063,30700,20738,
0.8109,1844,25740,2063,30703,20740,
0.811,1844,25744,2063,30706,20743,
0.8111,1845,25744,2064,30710,20747,
0.8112,1846,25747,2064,30714,20749,
0.8113,1846,25751,2064,30715,20754,
0.8114,1846,25753,2064,30721,20756,
0.8115,1847,25755,2064,30725,20759,
0.8116,1847,25759,2065,30726,20763,
0.8117,1847,25761,2066,30731,20765,
0.8118,1847,25765,2066,30735,20767,
0.8119,1848,25768,2066,30738,20770,
0.812,1848,25768,2068,30743,20773,
0.8121,1848,25772,2068,30745,20777,
0.8122,1848,25774,2068,30750,20780,
0.8123,1848,25779,2068,30752,20783,
0.8124,1849,25783,2068,30754,20786,
0.8125,1849,25786,2068,30759,20788,
0.8126,1849,25792,2068,30762,20789,
0.8127,1849,25797,2068,30764,20792,
0.8128,1849,25800,2068,30767,20796,
0.8129,1850,25803,2068,30768,20801,
0.813,1851,25807,2068,30771,20803,
0.8131,1851,25809,2068,30776,20806,
0.8132,1854,25811,2068,30780,20807,
0.8133,1854,25817,2068,30783,20808,
0.8134,1855,25824,2068,30785,20808,
0.8135,1855,25829,2068,30787,20811,
0.8136,1855,25833,2068,30791,20813,
0.8137,1855,25833,2069,30799,20814,
0.8138,1855,25838,2069,30803,20815,
0.8139,1857,25842,2069,30805,20817,
0.814,1857,25848,2069,30809,20817,
0.8141,1857,25852,2069,30813,20819,
0.8142,1857,25856,2069,30817,20821,
0.8143,1857,25858,2069,30821,20825,
0.8144,1857,25860,2069,30824,20830,
0.8145,1857,25864,2069,30828,20832,
0.8146,1857,25868,2069,30831,20835,
0.8147,1857,25871,2069,30837,20836,
0.8148,1858,25874,2069,30840,20839,
0.8149,1858,25881,2069,30842,20840,
0.815,1858,25886,2069,30845,20842,
0.8151,1858,25890,2070,30849,20843,
0.8152,1858,25893,2071,30852,20846,
0.8153,1858,25897,2071,30853,20851,
0.8154,1860,25900,2071,30857,20852,
0.8155,1860,25904,2071,30860,20855,
0.8156,1860,25910,2071,30862,20857,
0.8157,1860,25919,2071,30863,20857,
0.8158,1862,25921,2072,30867,20858,
0.8159,1862,25925,2073,30871,20859,
0.816,1862,25928,2073,30875,20862,
0.8161,1862,25931,2073,30880,20864,
0.8162,1863,25935,2073,30883,20866,
0.8163,1863,25940,2073,30886,20868,
0.8164,1863,25942,2073,30890,20872,
0.8165,1863,25943,2073,30893,20878,
0.8166,1863,25947,2074,30895,20881,
0.8167,1863,25950,2075,30899,20883,
0.8168,1863,25953,2075,30906,20883,
0.8169,1863,25955,2075,30911,20886,
0.817,1863,25959,2075,30915,20888,
0.8171,1864,25963,2075,30917,20891,
0.8172,1864,25967,2075,30922,20892,
0.8173,1865,25971,2075,30926,20893,
0.8174,1866,25974,2076,30929,20895,
0.8175,1866,25976,2076,30936,20896,
0.8176,1866,25980,2076,30940,20898,
0.8177,1866,25985,2077,30942,20900,
0.8178,1867,25990,2077,30944,20902,
0.8179,1867,25995,2077,30947,20904,
0.818,1868,25999,2077,30951,20905,
0.8181,1868,26004,2077,30954,20907,
0.8182,1868,26007,2077,30958,20910,
0.8183,1868,26008,2077,30964,20913,
0.8184,1868,26010,2078,30968,20916,
0.8185,1868,26012,2078,30974,20918,
0.8186,1868,26016,2078,30977,20921,
0.8187,1868,26022,2078,30980,20922,
0.8188,1868,26025,2078,30982,20927,
0.8189,1869,26029,2078,30985,20929,
0.819,1869,26029,2078,30994,20930,
0.8191,1869,26031,2079,30997,20934,
0.8192,1869,26036,2079,31000,20936,
0.8193,1870,26039,2079,31004,20938,
0.8194,1870,26041,2080,31008,20941,
0.8195,1870,26045,2081,31011,20943,
0.8196,1870,26050,2082,31015,20943,
0.8197,1870,26053,2082,31020,20945,
0.8198,1870,26057,2083,31024,20946,
0.8199,1870,26058,2083,31027,20952,
0.82,1870,26063,2083,31032,20952,
0.8201,1870,26066,2083,31038,20953,
0.8202,1870,26069,2083,31043,20955,
0.8203,1870,26072,2083,31047,20958,
0.8204,1870,26076,2083,31049,20962,
0.8205,1870,26077,2083,31054,20966,
0.8206,1870,26081,2083,31059,20967,
0.8207,1870,26084,2084,31062,20970,
0.8208,1870,26086,2084,31064,20976,
0.8209,1870,26091,2084,31067,20978,
0.821,1870,26092,2084,31069,20985,
0.8211,1871,26093,2084,31071,20991,
0.8212,1871,26094,2084,31074,20997,
0.8213,1871,26096,2084,31078,21001,
0.8214,1871,26097,2084,31084,21004,
0.8215,1871,26099,2084,31090,21006,
0.8216,1871,26100,2084,31095,21010,
0.8217,1871,26102,2084,31097,21016,
0.8218,1872,26106,2084,31102,21016,
0.8219,1872,26107,2086,31106,21019,
0.822,1872,26111,2086,31111,21020,
0.8221,1872,26113,2086,31116,21023,
0.8222,1872,26117,2086,31122,21023,
0.8223,1873,26117,2086,31126,21028,
0.8224,1873,26121,2087,31129,21030,
0.8225,1874,26123,2087,31133,21033,
0.8226,1874,26128,2087,31135,21036,
0.8227,1874,26132,2087,31137,21040,
0.8228,1874,26136,2088,31140,21042,
0.8229,1875,26139,2088,31143,21045,
0.823,1876,26141,2088,31147,21048,
0.8231,1876,26143,2089,31152,21050,
0.8232,1876,26146,2091,31155,21052,
0.8233,1876,26148,2091,31158,21057,
0.8234,1876,26149,2092,31162,21061,
0.8235,1876,26153,2092,31167,21062,
0.8236,1876,26157,2092,31171,21064,
0.8237,1876,26161,2092,31175,21066,
0.8238,1876,26164,2093,31177,21070,
0.8239,1876,26165,2094,31182,21073,
0.824,1877,26166,2094,31189,21074,
0.8241,1877,26170,2094,31191,21078,
0.8242,1877,26174,2094,31194,21081,
0.8243,1877,26178,2094,31197,21084,
0.8244,1877,26181,2094,31200,21088,
0.8245,1877,26185,2094,31203,21091,
0.8246,1877,26190,2094,31204,21095,
0.8247,1877,26194,2094,31206,21099,
0.8248,1877,26195,2095,31210,21103,
0.8249,1877,26202,2096,31212,21103,
0.825,1878,26204,2096,31218,21104,
0.8251,1878,26211,2096,31220,21105,
0.8252,1878,26215,2096,31223,21108,
0.8253,1879,26218,2096,31228,21109,
0.8254,1879,26220,2096,31236,21109,
0.8255,1879,26224,2096,31239,21112,
0.8256,1880,26226,2096,31244,21114,
0.8257,1880,26228,2096,31246,21120,
0.8258,1880,26232,2096,31249,21123,
0.8259,1882,26235,2096,31252,21125,
0.826,1883,26237,2096,31257,21127,
0.8261,1884,26240,2096,31260,21130,
0.8262,1884,26247,2096,31261,21132,
0.8263,1885,26251,2096,31264,21134,
0.8264,1885,26253,2096,31269,21137,
0.8265,1885,26258,2096,31270,21141,
0.8266,1886,26260,2096,31276,21142,
0.8267,1886,26265,2096,31278,21145,
0.8268,1886,26270,2096,31281,21147,
0.8269,1886,26275,2096,31285,21148,
0.827,1886,26278,2096,31287,21153,
0.8271,1886,26283,2097,31289,21155,
0.8272,1886,26287,2097,31291,21159,
0.8273,1886,26293,2097,31293,21161,
0.8274,1886,26297,2097,31297,21163,
0.8275,1886,26301,2097,31300,21166,
0.8276,1887,26306,2097,31303,21167,
0.8277,1887,26308,2097,31307,21171,
0.8278,1887,26311,2097,31312,21173,
0.8279,1887,26314,2097,31316,21176,
0.828,1888,26319,2097,31320,21176,
0.8281,1888,26320,2098,31326,21178,
0.8282,1888,26322,2098,31331,21181,
0.8283,1889,26325,2098,31335,21183,
0.8284,1890,26326,2098,31340,21186,
0.8285,1890,26329,2098,31343,21190,
0.8286,1890,26332,2098,31349,21191,
0.8287,1891,26334,2098,31352,21195,
0.8288,1891,26335,2098,31356,21200,
0.8289,1891,26339,2098,31358,21204,
0.829,1891,26343,2098,31362,21206,
0.8291,1891,26347,2099,31364,21209,
0.8292,1891,26348,2099,31372,21210,
0.8293,1892,26349,2100,31378,21211,
0.8294,1892,26352,2100,31383,21213,
0.8295,1892,26353,2101,31389,21215,
0.8296,1892,26355,2101,31396,21216,
0.8297,1892,26358,2101,31401,21218,
0.8298,1892,26360,2101,31403,21224,
0.8299,1892,26364,2101,31407,21226,
0.83,1892,26368,2101,31410,21229,
0.8301,1892,26373,2101,31413,21231,
0.8302,1893,26376,2101,31417,21233,
0.8303,1893,26380,2101,31422,21234,
0.8304,1894,26383,2101,31425,21237,
0.8305,1894,26386,2102,31429,21239,
0.8306,1894,26391,2102,31429,21244,
0.8307,1895,26395,2102,31432,21246,
0.8308,1896,26396,2102,31437,21249,
0.8309,1896,26398,2102,31442,21252,
0.831,1896,26404,2102,31444,21254,
0.8311,1896,26409,2102,31447,21256,
0.8312,1896,26414,2102,31450,21258,
0.8313,1897,26416,2102,31454,21261,
0.8314,1898,26419,2102,31456,21265,
0.8315,1898,26424,2102,31459,21267,
0.8316,1898,26427,2102,31462,21271,
0.8317,1898,26428,2103,31467,21274,
0.8318,1900,26431,2103,31470,21276,
0.8319,1901,26431,2103,31473,21282,
0.832,1901,26433,2104,31477,21285,
0.8321,1903,26438,2104,31478,21287,
0.8322,1904,26442,2104,31480,21290,
0.8323,1905,26446,2105,31480,21294,
0.8324,1905,26452,2105,31482,21296,
0.8325,1905,26455,2105,31485,21300,
0.8326,1905,26460,2105,31488,21302,
0.8327,1905,26465,2105,31492,21303,
0.8328,1906,26466,2105,31498,21305,
0.8329,1906,26469,2106,31503,21306,
0.833,1906,26471,2106,31506,21311,
0.8331,1906,26476,2106,31510,21312,
0.8332,1906,26477,2107,31516,21314,
0.8333,1906,26480,2108,31517,21319,
0.8334,1907,26484,2108,31519,21322,
0.8335,1908,26486,2108,31524,21324,
0.8336,1909,26489,2108,31529,21325,
0.8337,1909,26493,2108,31533,21327,
0.8338,1909,26496,2108,31539,21328,
0.8339,1910,26498,2108,31544,21330,
0.834,1910,26501,2108,31548,21333,
0.8341,1910,26506,2108,31553,21333,
0.8342,1910,26509,2108,31559,21334,
0.8343,1910,26511,2109,31562,21338,
0.8344,1910,26512,2110,31567,21341,
0.8345,1910,26514,2110,31572,21344,
0.8346,1911,26517,2110,31575,21347,
0.8347,1911,26518,2112,31580,21349,
0.8348,1911,26522,2112,31584,21351,
0.8349,1911,26526,2112,31590,21351,
0.835,1911,26528,2112,31592,21357,
0.8351,1911,26531,2112,31596,21360,
0.8352,1911,26533,2112,31603,21361,
0.8353,1911,26535,2113,31606,21365,
0.8354,1911,26535,2113,31612,21369,
0.8355,1911,26540,2113,31614,21372,
0.8356,1911,26544,2113,31617,21375,
0.8357,1911,26545,2115,31621,21378,
0.8358,1911,26550,2115,31623,21381,
0.8359,1911,26551,2115,31629,21384,
0.836,1912,26551,2116,31632,21389,
0.8361,1913,26552,2116,31635,21394,
0.8362,1913,26557,2117,31635,21398,
0.8363,1913,26564,2117,31637,21399,
0.8364,1913,26568,2117,31641,21401,
0.8365,1913,26570,2117,31647,21403,
0.8366,1914,26574,2118,31648,21406,
0.8367,1914,26575,2118,31654,21409,
0.8368,1914,26577,2118,31660,21411,
0.8369,1914,26583,2118,31664,21411,
0.837,1915,26586,2118,31669,21412,
0.8371,1915,26588,2118,31675,21414,
0.8372,1915,26591,2118,31678,21418,
0.8373,1915,26592,2120,31683,21420,
0.8374,1915,26594,2121,31687,21423,
0.8375,1916,26598,2121,31689,21426,
0.8376,1916,26602,2122,31692,21428,
0.8377,1916,26604,2122,31695,21433,
0.8378,1916,26607,2122,31697,21438,
0.8379,1916,26611,2122,31698,21443,
0.838,1916,26616,2122,31700,21446,
0.8381,1916,26618,2122,31707,21447,
0.8382,1916,26620,2123,31713,21448,
0.8383,1916,26622,2123,31721,21448,
0.8384,1916,26628,2123,31724,21449,
0.8385,1916,26631,2123,31728,21452,
0.8386,1916,26636,2124,31731,21453,
0.8387,1917,26638,2124,31736,21455,
0.8388,1917,26642,2124,31739,21458,
0.8389,1919,26645,2124,31742,21460,
0.839,1919,26649,2124,31746,21462,
0.8391,1921,26652,2124,31749,21464,
0.8392,1921,26657,2124,31753,21465,
0.8393,1921,26660,2124,31759,21466,
0.8394,1921,26662,2124,31763,21470,
0.8395,1921,26665,2124,31766,21474,
0.8396,1922,26667,2125,31769,21477,
0.8397,1922,26669,2125,31776,21478,
0.8398,1922,26670,2125,31783,21480,
0.8399,1922,26673,2125,31789,21481,
0.84,1922,26676,2125,31795,21482,
0.8401,1922,26677,2126,31801,21484,
0.8402,1922,26679,2127,31806,21486,
0.8403,1922,26682,2127,31810,21489,
0.8404,1922,26683,2127,31818,21490,
0.8405,1922,26688,2127,31821,21492,
0.8406,1922,26690,2127,31827,21494,
0.8407,1922,26692,2129,31829,21498,
0.8408,1922,26699,2129,31832,21498,
0.8409,1922,26704,2129,31836,21499,
0.841,1922,26709,2129,31839,21501,
0.8411,1922,26711,2130,31843,21504,
0.8412,1922,26716,2131,31845,21506,
0.8413,1922,26717,2132,31850,21509,
0.8414,1922,26720,2133,31854,21511,
0.8415,1922,26723,2133,31859,21513,
0.8416,1922,26726,2133,31864,21515,
0.8417,1922,26732,2134,31866,21516,
0.8418,1923,26735,2134,31868,21520,
0.8419,1923,26738,2134,31872,21523,
0.842,1923,26741,2136,31875,21525,
0.8421,1923,26745,2136,31880,21526,
0.8422,1923,26749,2136,31883,21529,
0.8423,1923,26751,2136,31888,21532,
0.8424,1923,26754,2136,31894,21533,
0.8425,1924,26755,2136,31898,21537,
0.8426,1924,26757,2136,31903,21540,
0.8427,1924,26759,2136,31909,21542,
0.8428,1925,26760,2138,31912,21545,
0.8429,1925,26762,2138,31916,21549,
0.843,1925,26767,2138,31919,21551,
0.8431,1926,26772,2138,31922,21552,
0.8432,1927,26776,2138,31926,21553,
0.8433,1928,26780,2138,31930,21554,
0.8434,1929,26782,2138,31933,21558,
0.8435,1929,26784,2139,31938,21560,
0.8436,1929,26788,2139,31940,21564,
0.8437,1929,26791,2139,31944,21567,
0.8438,1930,26793,2139,31948,21570,
0.8439,1930,26797,2139,31948,21576,
0.844,1930,26799,2139,31954,21578,
0.8441,1930,26804,2139,31957,21580,
0.8442,1930,26806,2139,31964,21581,
0.8443,1930,26808,2139,31969,21584,
0.8444,1930,26809,2140,31974,21587,
0.8445,1930,26811,2140,31980,21589,
0.8446,1930,26814,2140,31984,21592,
0.8447,1930,26818,2140,31989,21593,
0.8448,1930,26822,2140,31991,21597,
0.8449,1930,26825,2141,31995,21599,
0.845,1930,26829,2141,32000,21600,
0.8451,1930,26833,2142,32005,21600,
0.8452,1930,26837,2142,32009,21602,
0.8453,1931,26841,2142,32012,21604,
0.8454,1931,26842,2142,32015,21610,
0.8455,1931,26850,2142,32017,21610,
0.8456,1931,26855,2142,32020,21612,
0.8457,1931,26857,2143,32026,21613,
0.8458,1931,26861,2143,32028,21617,
0.8459,1931,26865,2143,32032,21619,
0.846,1931,26870,2143,32034,21622,
0.8461,1931,26874,2143,32036,21626,
0.8462,1932,26879,2144,32038,21627,
0.8463,1932,26882,2144,32040,21632,
0.8464,1932,26882,2144,32049,21633,
0.8465,1932,26885,2144,32055,21634,
0.8466,1932,26887,2144,32058,21639,
0.8467,1932,26888,2146,32062,21642,
0.8468,1932,26891,2146,32069,21642,
0.8469,1933,26896,2147,32071,21643,
0.847,1933,26900,2147,32075,21645,
0.8471,1933,26901,2147,32082,21647,
0.8472,1933,26905,2147,32087,21648,
0.8473,1933,26908,2147,32090,21652,
0.8474,1933,26914,2147,32093,21653,
0.8475,1933,26918,2148,32096,21655,
0.8476,1933,26920,2148,32101,21658,
0.8477,1933,26923,2148,32106,21660,
0.8478,1933,26925,2148,32111,21663,
0.8479,1933,26930,2148,32114,21665,
0.848,1933,26932,2148,32117,21670,
0.8481,1933,26936,2149,32120,21672,
0.8482,1933,26939,2149,32125,21674,
0.8483,1933,26941,2149,32132,21675,
0.8484,1933,26943,2149,32138,21677,
0.8485,1934,26943,2149,32144,21680,
0.8486,1934,26946,2149,32149,21682,
0.8487,1936,26949,2149,32151,21685,
0.8488,1936,26952,2149,32156,21687,
0.8489,1937,26954,2149,32161,21689,
0.849,1937,26959,2149,32165,21690,
0.8491,1937,26963,2149,32168,21693,
0.8492,1937,26968,2149,32173,21693,
0.8493,1937,26971,2149,32177,21696,
0.8494,1938,26973,2150,32181,21698,
0.8495,1938,26976,2150,32185,21701,
0.8496,1938,26978,2150,32189,21705,
0.8497,1938,26981,2150,32191,21710,
0.8498,1938,26982,2150,32196,21714,
0.8499,1938,26984,2150,32202,21716,
0.85,1938,26987,2150,32207,21718,
0.8501,1938,26988,2150,32213,21721,
0.8502,1938,26991,2150,32217,21724,
0.8503,1939,26995,2151,32220,21725,
0.8504,1939,26997,2151,32227,21726,
0.8505,1939,27001,2151,32231,21728,
0.8506,1939,27001,2151,32236,21733,
0.8507,1939,27003,2152,32241,21735,
0.8508,1939,27009,2152,32243,21737,
0.8509,1939,27013,2152,32247,21739,
0.851,1939,27015,2152,32253,21741,
0.8511,1939,27018,2152,32258,21743,
0.8512,1939,27022,2152,32259,21748,
0.8513,1939,27026,2153,32261,21751,
0.8514,1939,27029,2153,32266,21753,
0.8515,1939,27032,2153,32269,21757,
0.8516,1939,27033,2153,32275,21760,
0.8517,1940,27037,2154,32278,21761,
0.8518,1940,27039,2154,32284,21763,
0.8519,1940,27043,2154,32288,21765,
0.852,1941,27045,2154,32291,21769,
0.8521,1941,27046,2154,32296,21773,
0.8522,1941,27052,2154,32299,21774,
0.8523,1941,27056,2154,32302,21777,
0.8524,1941,27062,2154,32303,21780,
0.8525,1941,27066,2154,32305,21784,
0.8526,1941,27068,2155,32308,21788,
0.8527,1941,27070,2155,32312,21792,
0.8528,1941,27072,2157,32314,21796,
0.8529,1941,27077,2157,32316,21799,
0.853,1941,27080,2157,32321,21801,
0.8531,1943,27083,2157,32322,21805,
0.8532,1944,27085,2157,32324,21810,
0.8533,1945,27090,2157,32326,21812,
0.8534,1945,27090,2157,32334,21814,
0.8535,1945,27091,2157,32339,21818,
0.8536,1945,27093,2157,32346,21819,
0.8537,1945,27094,2158,32351,21822,
0.8538,1945,27095,2158,32358,21824,
0.8539,1945,27099,2158,32361,21827,
0.854,1946,27103,2158,32364,21829,
0.8541,1946,27105,2158,32371,21830,
0.8542,1946,27110,2158,32373,21833,
0.8543,1948,27113,2158,32377,21834,
0.8544,1948,27116,2158,32383,21835,
0.8545,1948,27119,2158,32387,21838,
0.8546,1948,27122,2158,32392,21840,
0.8547,1948,27124,2158,32400,21840,
0.8548,1948,27126,2158,32404,21844,
0.8549,1948,27130,2158,32408,21846,
0.855,1949,27134,2160,32409,21848,
0.8551,1949,27136,2160,32415,21850,
0.8552,1949,27140,2160,32418,21853,
0.8553,1950,27142,2160,32423,21855,
0.8554,1950,27145,2160,32427,21858,
0.8555,1951,27149,2160,32431,21859,
0.8556,1951,27152,2161,32435,21861,
0.8557,1951,27155,2162,32439,21863,
0.8558,1952,27158,2162,32442,21866,
0.8559,1953,27161,2162,32447,21867,
0.856,1953,27164,2162,32451,21870,
0.8561,1953,27166,2162,32456,21873,
0.8562,1953,27170,2162,32460,21875,
0.8563,1953,27170,2162,32467,21878,
0.8564,1953,27172,2163,32471,21881,
0.8565,1954,27177,2163,32472,21884,
0.8566,1954,27179,2163,32479,21885,
0.8567,1954,27183,2163,32483,21887,
0.8568,1955,27186,2164,32487,21888,
0.8569,1955,27188,2164,32492,21891,
0.857,1955,27191,2164,32495,21895,
0.8571,1956,27191,2165,32498,21900,
0.8572,1956,27196,2165,32502,21901,
0.8573,1957,27201,2166,32505,21901,
0.8574,1957,27203,2166,32511,21903,
0.8575,1957,27206,2166,32512,21909,
0.8576,1957,27209,2166,32518,21910,
0.8577,1958,27213,2166,32521,21912,
0.8578,1959,27217,2166,32523,21915,
0.8579,1959,27220,2166,32526,21919,
0.858,1959,27220,2166,32535,21920,
0.8581,1959,27223,2166,32537,21925,
0.8582,1959,27228,2166,32541,21926,
0.8583,1959,27230,2166,32546,21929,
0.8584,1959,27233,2166,32553,21929,
0.8585,1959,27235,2166,32559,21931,
0.8586,1959,27240,2166,32561,21934,
0.8587,1960,27242,2166,32564,21938,
0.8588,1961,27246,2167,32566,21940,
0.8589,1961,27250,2168,32566,21945,
0.859,1962,27253,2168,32569,21948,
0.8591,1962,27257,2168,32573,21950,
0.8592,1963,27260,2168,32575,21954,
0.8593,1963,27263,2168,32579,21957,
0.8594,1963,27265,2168,32585,21959,
0.8595,1963,27270,2168,32588,21961,
0.8596,1963,27275,2168,32591,21963,
0.8597,1963,27277,2168,32595,21967,
0.8598,1963,27279,2169,32597,21972,
0.8599,1963,27281,2169,32602,21975,
0.86,1963,27285,2169,32606,21977,
0.8601,1963,27289,2170,32608,21980,
0.8602,1964,27291,2171,32611,21983,
0.8603,1964,27295,2171,32615,21985,
0.8604,1964,27298,2172,32619,21987,
0.8605,1964,27301,2172,32625,21988,
0.8606,1964,27305,2172,32631,21988,
0.8607,1964,27310,2172,32636,21988,
0.8608,1965,27313,2172,32638,21992,
0.8609,1965,27316,2172,32644,21993,
0.861,1966,27319,2172,32647,21996,
0.8611,1966,27321,2172,32651,22000,
0.8612,1966,27326,2172,32655,22001,
0.8613,1966,27330,2172,32660,22002,
0.8614,1967,27331,2173,32664,22005,
